titre,url
liste de tous les items,omeka/api/items/
un item,omeka/api/items/id
liste de tous le vocabularie,omeka/api/vocabularies
un vocabulaire specifique,omeka/api/vocabularies/id
collection des divisions;/api/item_sets/38 
collection des postes;/api/item_sets/37 
collection des equipes;/api/item_sets/36 
collection des maillots;/api/item_sets/35 
collection des joueurs;/api/item_sets/34 


